Aerolinea,Origen,Destino,Número de vuelos,Precio medio,Duración media del vuelo,Número promedio de escalas,Promedio días de antelación,Porcentaje de vuelos business,Número de vuelos_log,Precio medio_log,Duración media del vuelo_log,Promedio días de antelación_log,Número de vuelos_log_log,Precio medio_log_log,Duración media del vuelo_log_log,Promedio días de antelación_log_log
Vistara,Mumbai,Delhi,6189,293.3528067539148,9.451889111326551,0.7615123606398448,24.159153336564874,0.4868314751979318,8.730690365678642,5.684779070859129,2.3467827382762687,3.225221780096109,2.275284845960328,1.899833161520004,1.2079995077459138,1.441071751761903
Air India,Hyderabad,Delhi,88,364.0194999999999,5.333995909090908,0.7954545454545454,1.5795454545454546,0.6590909090909091,4.48863636973214,5.899950776812979,1.8459313022512107,0.9476132030031963,1.7026798402849839,1.9315142777825476,1.0458903610246781,0.666604624417826
Air India,Kolkata,Chennai,110,393.0491000000002,4.683104818181818,0.9727272727272728,1.7727272727272727,0.43636363636363634,4.709530201312334,5.976475520822936,1.7374977063085069,1.0198314108149953,1.742136743805324,1.9425438495391143,1.0070442572640972,0.7030140479375578
Vistara,Chennai,Ahmedabad,149,319.4833355704698,4.253859530201342,1.0,1.6778523489932886,0.24161073825503357,5.0106352940962555,5.769830279908994,1.6589629551239349,0.9850151109444043,1.7935304491330344,1.9124760171725685,0.977936180281146,0.6856265266766288
Vistara,Hyderabad,Ahmedabad,113,377.69853097345134,5.517551681415933,1.0,1.7079646017699115,0.3805309734513274,4.736198448394496,5.936740455770178,1.8744987964321214,0.9961972832400402,1.7467966996992919,1.9368319892258112,1.055878327375997,0.6912440123036079
Vistara,Delhi,Ahmedabad,184,365.3852065217393,4.80090331521739,0.8913043478260869,1.5489130434782608,0.30978260869565216,5.220355825078325,5.903685256771281,1.7580136494285337,0.9356670108372938,1.8278271117190852,1.932055364209389,1.0145107283902393,0.6604519755264853
Vistara,Bangalore,Ahmedabad,183,297.5089453551914,5.746265956284152,1.0,1.530054644808743,0.1748633879781421,5.214935757608986,5.698799900072718,1.9089891601558713,0.9282409012448131,1.8269553882413483,1.9019283909609945,1.0678056531932554,0.6566081371613355
Vistara,Bangalore,Kolkata,4609,393.76718246908604,14.928722779344568,1.1128227381210676,24.683445432848774,0.5061835539162508,8.435983135990694,5.978296179659227,2.768123943641978,3.245846637767871,2.24453037434488,1.942804786641591,1.3265772499210002,1.445941243403095
Vistara,Hyderabad,Bangalore,4614,298.81326072820815,13.648293216298022,1.0390117035110533,25.09102730819246,0.4419159081057651,8.437067146936952,5.7031598166055995,2.684323824668996,3.261591473927003,2.244645248298078,1.9025790296405398,1.304087014820229,1.4496426759444918
Vistara,Hyderabad,Mumbai,4608,320.8642536892371,11.639990217013931,0.9357638888888888,25.069444444444443,0.4405381944444444,8.435766192720509,5.774129884264111,2.536865614747995,3.2607639175704533,2.2445073830189126,1.913110928150958,1.2632409153675348,1.4494484675781107
Air India,Kolkata,Hyderabad,50,423.24699999999996,6.8784998,0.94,1.62,0.62,3.9318256327243257,6.050315832787035,2.06413750503442,0.9631743177730056,1.5957092304038698,1.9530724147976175,1.1197661284935743,0.674562713069976
Air India,Chennai,Bangalore,87,300.43452873563206,5.998660000000001,0.9770114942528736,1.6666666666666665,0.4367816091954023,4.477336814478207,5.708552840797428,1.9457187021590974,0.9808292530117262,1.700619000072578,1.9033832557107317,1.0803528288104407,0.6835155716804541
Air India,Delhi,Ahmedabad,51,299.4120196078431,3.9401992156862757,0.9215686274509804,1.8823529411764706,0.5098039215686274,3.9512437185814275,5.705154931099651,1.597405657448716,1.0586069540544105,1.5996388013001026,1.9028766232675267,0.9545131228114145,0.722029518154947
SpiceJet,Bangalore,Delhi,756,77.05581481481477,13.020877460317461,0.7817460317460317,24.063492063492063,0.0,6.6293632534374485,4.357424145337102,2.640547465975923,3.2214122878641094,2.0320043887913535,1.6784832896721933,1.2921340730799291,1.4401697374305984
Air India,Mumbai,Delhi,216,335.64498611111117,4.091781250000002,0.8472222222222222,1.6481481481481481,0.5231481481481481,5.37989735354046,5.819028921403806,1.6276277202279896,0.9738605836956329,1.8531520084405109,1.9197170748264574,0.966081431618222,0.67999131222313
Air India,Bangalore,Chennai,173,397.0842312138729,5.691906647398845,0.9884393063583815,1.7630057803468207,0.5086705202312138,5.159055299214529,5.986663619108414,1.90089883314665,1.016319137993677,1.81792340526738,1.9440031345883217,1.0650206314345474,0.7012736402568202
Vistara,Mumbai,Bangalore,5602,387.07678222063447,11.366294746518914,0.9034273473759371,24.359157443770084,0.4991074616208497,8.631057447565285,5.961203212366394,2.514974606087557,3.233139905191001,2.2649930274207946,1.9403523347451077,1.2570323007948696,1.4429440120653738
Vistara,Mumbai,Kolkata,5028,389.7879757358769,12.963534214399743,1.0119331742243436,25.236475735879075,0.4916467780429594,8.522976436171964,5.968165151363331,2.6364492325134252,3.2671506462095756,2.2537074507965786,1.9413519406704949,1.2910077199797212,1.4509463085298282
SpiceJet,Kolkata,Ahmedabad,8,121.80024999999999,5.604167499999999,0.875,1.25,0.0,2.1972245773362196,4.810559051541588,1.8877008891523468,0.8109302162163288,1.1622831138840004,1.7596767885310665,1.0604606454287053,0.5938406448713454
Air India,Mumbai,Chennai,116,438.14555172413793,6.69539939655173,0.8879310344827587,1.3620689655172413,0.6637931034482759,4.762173934797756,6.084830911026018,2.0406226693294482,0.8595379152817055,1.7513148227387971,1.9579560070887647,1.1120623198815829,0.6203280242163642
SpiceJet,Chennai,Delhi,783,65.56894380587505,15.507407369093292,0.8518518518518519,24.385696040868456,0.0,6.664409020350408,4.198238159569293,2.8038092116271556,3.234185867399796,2.036587408288116,1.6483197527090092,1.3360029887532099,1.4431910705209494
Air India,Ahmedabad,Hyderabad,16,325.5470625,10.323438125,1.0,1.0,0.25,2.833213344056216,5.7885740807485675,2.4268747479508157,0.6931471805599453,1.3437034446606386,1.9152409166816593,1.2316486936254354,0.5265890341390445
Vistara,Ahmedabad,Kolkata,112,313.80407142857143,5.320088482142857,1.0,1.7678571428571428,0.026785714285714284,4.727387818712341,5.751950449841352,1.843733208399822,1.0180734261840974,1.7452595487219797,1.9098314186768812,1.0451176989611664,0.7021433068909321
Vistara,Bangalore,Hyderabad,4912,311.0890708469026,15.826343640065264,1.0217833876221498,24.629885993485342,0.46885179153094464,8.499640032168648,5.743288630550489,2.8229457320785922,3.243759092199303,2.251253906537931,1.9085477333077356,1.341021259499371,1.4454494548143098
Air India,Ahmedabad,Chennai,71,347.17177464788733,8.36514126760563,1.0,1.732394366197183,0.28169014084507044,4.276666119016055,5.852695963301468,2.2369944204171577,1.0051782820220128,1.6632944814375767,1.9246421461301568,1.1746452512531431,0.6957329755197188
Vistara,Chennai,Mumbai,4082,357.5321864282204,12.017481188143265,0.9113179813816756,24.80328270455659,0.4554140127388535,8.314587291319576,5.882018436841474,2.566293160933325,3.2505017204444013,2.2315816972555496,1.9289119863663926,1.2715267260824523,1.447037027838023
Air India,Chennai,Mumbai,149,244.12359060402684,3.838757583892617,0.9060402684563759,1.7986577181208054,0.26174496644295303,5.0106352940962555,5.501762534796877,1.576657990233239,1.0291399158533423,1.7935304491330344,1.8720732993440998,0.9464932066163299,0.707612016501343
Air India,Mumbai,Ahmedabad,76,326.6438421052632,2.1381573684210524,0.9605263157894737,1.986842105263158,0.5526315789473685,4.343805421853684,5.791927171184869,1.143635802327166,1.0942166771950717,1.6759380249901916,1.9157347262167028,0.7625033604617457,0.7391795823554513
Vistara,Mumbai,Ahmedabad,216,351.78809722222223,5.19876425925926,0.9166666666666666,1.5787037037037037,0.20833333333333337,5.37989735354046,5.865867585531246,1.8243499591628658,0.947286832243119,1.8531520084405109,1.926562409316652,1.0382782351694604,0.6664370356438458
Air India,Hyderabad,Ahmedabad,28,429.8815714285714,9.024403928571429,1.0,1.9285714285714286,0.8214285714285714,3.367295829986474,6.065833276078017,2.305022512928291,1.074514737089049,1.4741440143630178,1.9552709534247883,1.195443285059055,0.7297272646889315
Vistara,Kolkata,Ahmedabad,113,411.2986637168141,7.085618938053099,1.0,1.6017699115044248,0.35398230088495575,4.736198448394496,6.021747998661795,2.090087043970722,0.956191948626341,1.7467966996992919,1.9490121897000785,1.1281992600827122,0.6709997000424244
SpiceJet,Delhi,Chennai,782,68.09842583120232,14.971685843989789,0.8439897698209718,22.948849104859335,0.0,6.663132695990803,4.235531949489564,2.7708175198358456,3.1759202686254357,2.036420868292835,1.6554684531982646,1.3272918267144487,1.4293347576359603
Air India,Ahmedabad,Delhi,17,353.52964705882357,2.268630588235294,0.47058823529411764,1.5294117647058822,0.6470588235294117,2.8903717578961645,5.870791973106714,1.1843711168400004,0.9279867716373463,1.358504720646626,1.9272793795182348,0.7813279687400317,0.6564763349808669
SpiceJet,Delhi,Kolkata,504,77.34316865079363,11.710962341269862,0.7599206349206349,23.91269841269841,0.0,6.22455842927536,4.361098774838572,2.5424647976199095,3.2153776498904754,1.977486115075459,1.6791689493797477,1.2648227553759244,1.438739184092823
Vistara,Delhi,Bangalore,5654,322.596772019803,9.898381666077205,0.8705341351255749,24.468694729395118,0.4856738592147153,8.640295388550221,5.779498209917659,2.3886143072100965,3.237450040304602,2.2659517501187896,1.9139030888767756,1.220421078892578,1.4439616827384483
Vistara,Bangalore,Mumbai,5607,388.4911760299641,10.729265580524228,0.8833600856072766,24.6422329231318,0.5034777956126271,8.631949428714426,5.964841210445619,2.4620870503492833,3.244240715746214,2.265085638211572,1.9408748087587657,1.2418716009639776,1.4455629382163655
Air India,Hyderabad,Bangalore,105,354.665142857143,7.588650095238096,0.9619047619047619,1.6,0.49523809523809526,4.663439094112067,5.873989678249048,2.150441575246373,0.9555114450274365,1.7340313214932865,1.9277446768625124,1.1475426256307728,0.6706517679334237
Vistara,Delhi,Chennai,4325,342.92466473988276,12.193391160693436,1.108208092485549,25.035838150289017,0.4605780346820809,8.372398606513004,5.84042263554069,2.579716034570992,3.2594739793092327,2.2377690513792827,1.9228495185473466,1.2752834773143784,1.4491456736217239
SpiceJet,Kolkata,Mumbai,926,80.49195464362845,15.976547850971986,0.8758099352051836,24.510799136069114,0.0,6.831953565565855,4.40050429934497,2.831832853439254,3.2391018580475794,2.0582119764013713,1.6864923379773562,1.3433432405349701,1.4443514208734103
Air India,Ahmedabad,Bangalore,55,371.246,7.254546181818181,1.0,1.7636363636363637,0.32727272727272727,4.02535169073515,5.919554926039629,2.1107641009146,1.0165473356138055,1.6144954397020792,1.9343514505148518,1.1348683876263128,0.7013868092009772
SpiceJet,Mumbai,Kolkata,993,78.5144944612284,16.597222215508623,0.8670694864048338,24.535750251762337,0.0,6.901737206656574,4.37593932530899,2.867741060923569,3.240079440978435,2.0670826348753892,1.6819333169423132,1.3526706314317882,1.4445820051481677
Vistara,Ahmedabad,Mumbai,92,320.4943260869565,5.51114206521739,0.9347826086956522,1.5543478260869565,0.010869565217391304,4.532599493153256,5.772979895269863,1.8735148732790736,0.9377969370951187,1.710657776180059,1.912941151864248,1.0555359749672535,0.6615517283581248
SpiceJet,Delhi,Hyderabad,158,66.2006202531645,5.307225696202532,0.639240506329114,22.911392405063292,0.0,5.0689042022202315,4.207682477444314,1.84169591207415,3.174355015034488,1.8031780619573845,1.6501349348149712,1.0444010260875094,1.4289598589515196
Air India,Ahmedabad,Kolkata,35,246.40691428571427,4.923810285714286,1.0,1.9428571428571428,0.05714285714285714,3.58351893845611,5.5110344073678315,1.7789798711990112,1.0793809267402221,1.5224670302876946,1.8734983387389699,1.0220839075527786,0.7320702180373253
SpiceJet,Mumbai,Chennai,171,57.714701754385814,5.106822807017545,0.29824561403508776,21.204678362573098,0.0,5.147494476813453,4.072690151256937,1.8094066390857484,3.1003030037291426,1.8160445966634724,1.623871278709544,1.0329733005804387,1.4110608743281157
SpiceJet,Chennai,Mumbai,214,60.58767289719628,7.246884719626169,0.40654205607476634,21.322429906542055,0.0,5.3706380281276624,4.12046173520848,2.1098355192917957,3.1055919983681104,1.8516996259697707,1.6332446176431112,1.1345698371050141,1.412349946481735
SpiceJet,Ahmedabad,Chennai,4,111.1605,1.8333300000000001,1.0,1.5,0.0,1.6094379124341003,4.719930881193605,1.0414526983568808,0.9162907318741551,0.9591348389208239,1.7439567216112861,0.7136616614658998,0.65039140701146
SpiceJet,Delhi,Ahmedabad,7,69.05171428571428,4.683337142857143,0.5714285714285714,1.5714285714285714,0.0,2.0794415416798357,4.249233744799267,1.737538585358636,0.9444616088408514,1.1247482629090362,1.6580821125797343,1.0070591901514616,0.6649851309581541
SpiceJet,Ahmedabad,Bangalore,6,158.60899999999998,5.709721666666667,1.0,1.8333333333333335,0.0,1.9459101490553132,5.07272707440324,1.9035574697457098,1.0414538748281612,1.0804178182729878,1.80380777508608,1.0659366988993528,0.7136622377569608
GO FIRST,Delhi,Kolkata,14,101.78457142857143,5.242262142857143,0.8571428571428572,1.5714285714285714,0.0,2.70805020110221,4.632635258377772,1.831342639579562,0.9444616088408514,1.3105061862047918,1.7285774069512054,1.0407510300952094,0.6649851309581541
SpiceJet,Chennai,Ahmedabad,4,81.41924999999999,6.4333325,1.0,1.25,0.0,1.6094379124341003,4.411819026136194,2.0059742776903335,0.8109302162163288,0.9591348389208239,1.6885852703806592,1.100601734304928,0.5938406448713454
AirAsia,Kolkata,Mumbai,517,45.95024758220525,11.033881392649928,1.1702127659574468,27.597678916827853,0.0,6.249975242259483,3.849088478956774,2.487726120729141,3.3533255577781484,1.9809980539999918,1.5787907448028506,1.2492499825306833,1.4709400490633004
AirAsia,Chennai,Delhi,723,41.40736929460578,11.834462876901807,1.1756569847856155,28.168741355463347,0.0,6.584791392385716,3.747322151253787,2.5521339651343733,3.373097634353,2.0261451097704404,1.5575807014446847,1.2675485398281674,1.4754715988115503
GO FIRST,Kolkata,Ahmedabad,6,116.40933333333332,5.8444449999999994,0.8333333333333334,1.0,0.0,1.9459101490553132,4.765666404517946,1.9234373743720825,0.6931471805599453,1.0804178182729878,1.7519207419264753,1.0727601069477002,0.5265890341390445
GO FIRST,Bangalore,Delhi,44,104.57124999999999,3.655871363636363,0.9318181818181819,1.5227272727272727,0.0,3.8066624897703196,4.659386080416492,1.5381290819625006,0.925340567394073,1.570002974208493,1.7333154199746805,0.9314272277161817,0.6551028702183725
AirAsia,Delhi,Chennai,722,38.91719667590045,10.920960277008323,1.1426592797783934,28.290858725761773,0.0,6.583409222158765,3.6868072254278865,2.478298218544114,3.3772754784625145,2.025962863996416,1.5447515884655114,1.2465431565185146,1.476426493962444
AirAsia,Delhi,Hyderabad,758,54.89067678100193,8.94551453825857,1.121372031662269,25.846965699208443,0.0,6.6320017773956295,4.023397582369178,2.2971216493545366,3.2901528052283693,2.0323501670332265,1.614106514008444,1.193049860392398,1.4563223512399381
GO FIRST,Mumbai,Delhi,57,104.90854385964914,2.5918133333333335,0.7192982456140351,1.5087719298245614,0.0,4.060443010546419,4.662575927914391,1.2786571817547863,0.9197933624253571,1.6214540309583532,1.7338788996224577,0.8235863140933005,0.6522175565110471
AirAsia,Delhi,Mumbai,666,45.41150150150135,10.07150900900904,0.8663663663663663,27.085585585585587,0.0,6.502790045915623,3.8375473057032643,2.4043750526074446,3.3352564762418573,2.015274957487226,1.5764078372648336,1.2250613846086953,1.4667807725520132
